GeneID,GSM6287835,GSM6287836,GSM6287837,GSM6287838,GSM6287839,GSM6287840,GSM6287841,GSM6287842,GSM6287843,GSM6287844,GSM6287845
55248,256,123,814,499,339,232,1902,2553,1608,513,1369
105372906,23,0,48,43,33,12,178,105,66,13,45
29937,3097,8814,2423,1459,9368,5380,4393,4437,7362,3061,4507
105372907,0,0,0,0,0,0,0,2,0,0,0
105372908,0,0,2,0,3,0,0,5,1,0,4
101929565,3,0,9,3,41,0,3,12,62,12,7
467,1487,1867,1327,547,1825,1520,3244,3960,5711,3574,1781
149647,1,0,2,0,0,0,0,0,1,0,0
102723761,5,1,10,2,29,9,21,6,85,22,18
55509,40,54,55,22,179,133,109,127,290,130,190
25936,295,265,995,462,554,402,2817,2728,2287,894,1724
128387,404,444,1010,528,860,488,4411,5901,2804,1008,1976
149643,0,24,9,1,0,10,14,37,13,0,10
642946,50,110,168,73,105,51,115,133,256,56,166
28982,180,428,336,181,336,271,515,904,863,302,398
79805,1,7,3,2,1,0,38,4,10,18,9
90806,139,190,371,220,211,94,1263,1748,1103,493,648
26750,121,63,515,232,140,60,1413,1771,1140,489,1136
105372912,0,0,0,3,0,0,1,2,0,0,3
100505832,0,0,0,0,0,0,0,0,0,8,8
100861504,0,0,0,0,0,0,0,0,0,0,0
5629,27,0,13,20,18,7,367,684,76,17,67
105372911,0,0,0,0,0,0,0,0,0,0,0
56950,162,113,551,403,213,164,1626,2404,1551,651,832
107985263,52,88,99,71,156,44,298,358,347,134,232
5784,7,17,0,0,0,5,1,7,0,5,0
1063,30,14,65,97,18,14,221,206,79,11,47
105372916,0,0,0,0,0,0,0,0,0,0,0
105372915,0,0,0,0,0,0,0,0,0,0,0
3776,0,1,0,0,0,0,0,0,0,0,0
105372919,0,0,0,0,0,0,0,1,0,0,0
51133,61,31,275,162,99,76,1127,1433,903,378,473
7399,1,0,2,2,8,7,2,8,11,6,0
102723833,0,0,0,0,0,0,0,0,0,0,0
105372918,0,0,0,0,0,0,0,0,0,0,0
107985596,0,0,0,0,0,0,0,0,0,0,0
2104,0,0,0,0,0,0,0,0,0,0,0
107985461,0,0,0,0,0,0,0,0,0,0,0
105372920,0,0,0,0,0,0,0,0,0,0,0
55105,111,7,237,90,55,156,770,851,696,256,468
128153,1,0,3,0,0,0,8,3,0,11,0
103752555,0,0,0,0,0,0,0,0,0,0,0
100885798,0,0,0,0,0,0,0,0,0,0,0
105372922,0,0,0,0,0,0,0,0,0,0,0
101929631,0,0,0,0,0,0,0,0,0,0,0
105372923,0,0,0,0,0,0,0,0,0,0,0
51018,133,31,492,262,91,113,1210,1914,897,478,852
728463,0,0,0,0,0,0,0,1,4,10,6
7042,16,17,8,11,3,12,18,49,115,56,24
103611157,6,0,4,4,0,2,7,8,54,19,2
440714,0,0,0,0,7,0,2,4,4,0,1
105372924,0,0,0,0,0,0,0,0,0,0,0
105372925,0,0,0,0,0,0,0,0,0,0,0
643723,11,0,15,4,7,0,163,111,0,0,21
127018,535,508,1679,1137,945,414,3625,3700,3713,1200,2748
107984018,8,0,9,12,36,0,33,27,97,18,10
102723886,3,32,10,1,33,0,5,3,90,10,1
107985272,0,0,0,0,0,0,4,3,0,0,0
643136,4,1,43,26,46,0,232,333,120,26,84
105372926,0,0,1,2,1,0,0,0,8,0,2
55532,0,0,0,0,3,2,0,0,2,0,0
107985281,0,0,0,0,0,0,0,0,0,0,0
2058,933,981,3276,1575,1478,1020,8631,12041,7545,2943,5528
10380,227,222,467,213,425,255,1165,1391,1250,401,810
55699,862,840,2619,1597,1277,743,7263,9740,5761,2448,4294
105373475,0,0,0,0,0,4,1,0,0,2,0
406997,0,0,0,0,0,0,0,1,0,0,0
406969,0,0,0,0,0,0,0,0,0,0,0
25782,399,416,868,533,559,514,5223,9022,2132,706,1328
100302234,1,0,0,0,0,0,0,1,4,0,2
677818,1,0,0,0,0,0,0,1,4,0,2
6791,13,26,3,1,0,9,12,5,32,7,7
105372929,0,0,0,0,0,0,0,0,0,0,0
105372928,0,0,0,0,0,0,0,0,0,0,0
4139,0,0,0,0,1,1,9,8,2,0,0
79762,12,1,32,11,57,37,151,92,129,65,34
54996,25,0,93,58,88,59,403,460,357,81,191
64757,2,0,9,15,3,0,77,182,39,15,27
106481171,0,0,3,0,0,0,0,0,0,0,0
101929730,0,0,3,2,0,0,45,9,0,0,0
100873924,0,2,8,5,5,2,30,57,5,14,11
3142,631,1585,755,452,1672,844,1451,2691,2006,1564,1414
105372930,0,0,0,0,0,0,0,0,0,0,0
101929750,2,22,9,1,0,9,40,50,28,7,22
107985296,0,0,12,6,2,0,2,16,7,11,10
105372932,0,0,0,0,0,0,0,0,0,0,0
400804,2,0,0,0,0,0,0,0,0,0,0
105372934,0,0,0,0,0,0,0,0,0,0,0
107985462,0,0,0,0,0,0,0,0,0,0,0
105372937,0,0,0,0,0,0,0,0,0,0,0
11221,665,906,1397,855,932,536,10807,21125,2404,1070,2894
105372945,18,0,8,4,0,0,34,66,13,14,19
107985300,0,0,0,0,0,0,1,0,0,0,0
101929771,0,0,0,0,0,0,0,0,0,0,0
105372950,0,0,0,0,0,0,10,0,0,0,0
110806276,0,0,0,0,0,0,0,0,0,0,0
107985307,0,0,0,0,0,0,0,0,3,0,0
100189378,0,0,0,0,0,0,0,0,0,0,0
105372956,6,2,1,0,0,0,2,14,7,0,12
79802,3,10,4,2,3,2,35,24,6,2,6
9015,8,0,72,39,18,21,194,335,216,62,121
100506161,19,0,27,18,9,5,60,63,120,33,107
107985318,0,0,2,0,0,0,5,4,3,0,0
375056,442,375,1243,681,522,371,4618,7591,2481,993,2227
64853,353,447,790,487,495,465,2899,3283,2358,894,1405
148362,331,248,929,491,321,198,3121,3905,2755,1026,1767
400823,79,1105,72,64,470,440,148,105,154,98,259
105372984,11,0,15,26,22,11,45,72,65,1,11
84976,284,174,539,315,428,217,1083,1529,1661,349,717
102724046,0,0,0,0,0,0,0,4,0,0,0
107985323,0,0,1,0,0,0,0,3,0,13,0
7100,138,81,856,619,369,142,4930,7044,1712,441,1601
55061,0,0,0,2,0,0,19,28,0,6,0
105373025,0,0,5,0,0,0,5,3,0,0,0
164127,0,1,0,1,0,0,0,2,5,0,0
105373034,0,0,0,0,0,0,0,0,0,0,0
388743,1,31,42,19,41,40,65,98,144,32,91
105373281,0,0,1,0,0,0,0,0,3,0,0
824,1361,1759,1633,1090,2393,1263,4914,5470,9019,3925,3163
105373046,4,11,2,0,0,0,3,0,0,0,0
105373041,10,0,4,0,0,0,0,3,10,11,1
7159,203,255,487,272,132,116,1469,2803,935,568,947
441124,112,63,252,97,167,49,679,1092,403,164,491
100287497,65,79,91,48,139,84,284,305,273,80,116
105373061,0,0,0,0,0,0,0,0,0,0,0
105373056,0,0,0,2,0,0,1,7,0,3,4
23219,128,73,566,282,220,177,2085,2562,1610,790,1129
8560,1057,1684,3089,1558,2582,1567,5554,4913,8984,4295,4860
101927143,11,0,14,3,61,31,30,17,74,29,27
101927164,59,164,100,64,221,85,114,149,255,93,113
4931,192,196,454,212,264,192,889,1444,1119,316,593
100313769,4,0,0,0,0,0,0,0,0,0,0
29097,372,364,1207,706,775,426,2071,2756,2982,1444,1894
80232,1031,934,3958,2253,1144,807,9129,13832,7107,2710,5971
100616468,0,0,2,1,0,8,6,16,3,1,1
149111,456,530,680,502,706,387,2228,4128,2669,1164,1269
102723817,124,322,204,128,441,231,521,671,702,258,391
105373106,76,19,10,6,0,37,57,144,48,41,30
107985338,5,0,5,5,8,9,8,27,49,24,7
105373108,0,0,0,0,0,0,0,0,0,0,3
105373109,0,0,1,0,0,0,0,1,0,0,0
127602,71,176,226,103,142,130,461,572,707,339,360
3930,426,277,756,405,582,430,1967,2269,2153,609,1186
105373110,23,1,11,3,0,0,1,0,9,6,3
55740,7,0,9,3,1,0,18,35,13,0,11
102723834,0,0,0,0,0,0,0,0,0,0,0
107985352,0,0,0,0,0,0,0,0,0,0,0
6726,668,553,2890,1346,883,649,3962,4294,8053,3524,4536
2052,4401,5670,10174,7913,12091,5701,21595,38224,20241,7618,13699
9725,1063,1954,1048,645,2960,1485,2741,4618,2970,1216,1756
10637,0,18,1,1,3,0,19,20,11,0,4
29920,588,745,1139,510,1353,687,1915,2369,3879,1424,1882
102466270,2,1,0,0,13,0,6,1,0,3,0
7044,0,0,0,0,0,0,1,0,0,0,0
163859,66,41,230,68,106,71,692,1025,463,232,322
3020,1894,1127,7641,4635,3166,1776,16848,23038,19779,7858,12369
105373113,1,13,2,3,15,0,26,7,3,3,6
64746,181,249,592,280,249,147,2466,3647,1312,637,998
107985353,3,0,9,6,0,10,101,160,22,12,25
101927247,0,0,0,0,0,0,0,0,0,0,0
83881,0,0,0,0,0,0,0,4,0,0,0
286826,9,15,31,20,2,2,68,176,90,22,51
142,1662,2260,3968,2116,2076,1356,6408,7576,8101,2863,5323
105373115,0,0,0,0,0,0,7,0,0,0,0
105373116,0,17,8,4,0,0,37,23,0,7,5
375057,57,33,26,9,79,56,57,19,113,52,27
3707,1246,1810,942,621,1701,1128,4722,7550,2766,739,1655
100506443,34,11,20,1,29,16,28,29,14,11,25
105373117,48,24,0,1,0,19,15,0,25,0,0
105373119,0,8,5,4,0,0,9,15,15,0,15
5664,1398,2420,1898,976,3171,1701,5121,7929,4790,1762,3038
107985354,2,0,4,4,0,0,29,68,20,2,14
56997,963,1479,1339,889,2114,777,4297,6434,3568,843,2210
105379282,26,33,3,0,8,7,6,24,7,0,2
8476,227,325,269,242,193,276,844,1494,929,412,611
107985463,0,0,0,0,0,0,0,0,0,0,0
105373122,0,0,0,0,0,0,0,0,0,0,0
339500,102,92,118,90,87,39,589,801,368,179,238
401983,0,0,0,0,0,0,0,0,0,0,0
116841,333,321,571,309,679,420,1138,1676,1323,547,1061
65094,240,369,352,161,466,302,531,774,755,306,561
105373289,0,0,0,0,0,0,0,1,0,0,0
339501,0,0,0,0,1,0,0,0,0,0,0
7483,0,0,3,0,0,3,12,4,4,0,1
100847072,0,0,0,0,0,0,0,0,0,0,0
107985355,3,0,9,8,12,2,29,48,19,6,22
89780,1,0,0,0,0,0,0,0,0,1,0
100506571,19,8,2,8,0,0,2,4,10,9,1
375,3434,3743,9485,4560,5228,3599,19445,25395,22323,9557,16662
100500810,0,0,3,0,0,0,5,28,1,5,5
79169,298,588,299,188,966,365,718,1194,984,279,481
128308,661,1960,928,372,2086,1057,1987,2705,1964,765,1730
2987,3192,7388,3189,1804,6898,3657,8935,13218,7246,2865,6918
57165,0,1,4,0,2,0,0,9,1,0,9
574432,11,0,8,11,12,25,9,5,26,2,11
200205,145,341,160,68,219,158,280,425,429,142,348
574407,0,0,2,0,0,0,0,0,0,7,0
84033,22,42,9,17,27,5,33,109,40,3,24
101927401,6,0,0,0,0,0,0,6,2,1,1
81559,355,518,486,215,717,378,972,1416,1126,449,739
102465444,0,0,0,0,0,0,0,1,0,0,0
51127,40,0,4,1,33,3,8,9,6,5,15
8290,0,0,0,0,0,0,0,0,0,0,0
92815,14,20,18,3,59,32,12,27,66,30,40
128312,8,0,4,0,0,0,9,5,6,0,0
100616308,0,0,0,0,0,0,0,0,0,0,0
149603,2970,6860,3343,1977,8710,5073,7055,10716,10735,3225,5024
100129094,0,4,0,1,1,0,2,1,0,0,1
105373124,0,4,0,1,0,5,1,0,0,0,1
100169751,0,0,0,0,0,0,0,0,0,0,0
100169753,0,0,0,0,0,0,0,0,0,0,0
100169754,0,0,0,0,0,0,0,0,0,0,0
100169755,0,0,0,0,0,0,0,0,0,0,0
100169756,0,0,0,0,0,0,0,0,0,0,0
100169757,0,0,0,0,0,0,0,0,0,0,0
100169758,0,0,0,0,0,0,0,0,0,0,0
100169759,0,0,0,0,0,0,0,0,0,0,0
100169760,113,98,0,1,1,116,7,25,61,20,23
100169761,0,0,0,0,0,0,0,0,0,0,0
100169762,0,0,0,0,0,0,0,0,0,0,0
100169763,0,0,0,0,0,0,0,0,0,0,0
100169764,0,0,0,0,0,0,0,0,0,0,0
100169765,0,0,0,0,0,0,0,0,0,0,0
100169766,0,0,0,0,0,0,0,0,0,0,0
100169767,0,0,0,0,0,0,0,0,0,0,0
58480,247,274,841,557,955,358,2265,3548,3436,1183,1233
574029,12,19,17,9,42,1,51,75,109,6,24
100169768,0,0,0,0,0,0,0,0,0,0,0
105373143,0,0,0,0,0,0,0,0,0,0,0
105373158,0,0,0,0,0,0,0,0,0,0,0
112267873,3,0,1,0,0,0,0,1,0,0,0
102723935,0,0,0,0,0,0,0,0,0,0,0
105373159,7,0,11,0,0,0,32,24,14,5,20
5867,382,404,1028,667,687,505,2656,3757,2162,996,1522
126731,328,207,679,526,246,118,2983,5287,2315,538,1042
58,0,27,0,1,0,0,7,3,4,0,0
55746,420,449,901,507,453,488,2405,3040,2401,962,1462
101927478,0,0,0,0,3,0,0,0,8,4,0
23456,236,504,472,255,374,239,2010,2426,1793,814,803
27097,271,326,693,324,414,277,1850,2508,2152,1074,1015
9816,28,108,143,55,80,129,329,445,394,206,213
105373161,0,0,0,0,0,0,0,0,0,0,0
107985464,0,0,0,0,0,0,0,0,0,0,0
105373162,0,0,0,0,0,0,0,0,0,0,0
101927504,0,0,0,0,0,0,0,0,0,0,0
105373163,0,0,0,0,0,0,0,0,0,0,0
101927532,0,24,0,0,0,0,0,0,0,0,0
2590,680,851,1660,803,877,505,5397,6774,3138,1196,3015
79605,938,395,1832,1211,1852,690,5781,10527,4648,1065,2296
105373164,0,0,0,0,0,0,0,0,0,0,0
105373165,0,0,0,0,0,0,0,0,0,0,0
107985357,0,0,0,0,0,0,0,3,0,0,0
101927553,0,0,0,0,0,0,0,0,0,0,0
22796,484,879,937,526,838,520,1788,2695,2587,938,1557
107985358,1,0,24,4,0,0,95,138,22,20,34
183,6,36,22,15,9,52,39,55,75,16,41
105373166,0,0,0,0,0,0,0,0,0,0,0
10753,0,0,0,0,1,0,0,1,1,0,0
107985359,0,0,0,0,0,0,0,0,0,0,0
84886,179,175,392,235,582,239,1121,1807,1249,604,673
101927604,3,0,0,0,0,0,0,0,0,0,0
105373167,0,0,0,0,0,0,0,0,0,0,0
79573,205,88,444,253,260,184,818,1179,1073,455,618
64801,155,78,558,310,225,115,1155,1183,1481,585,934
375061,221,306,357,309,575,280,816,1491,1538,737,496
100302132,10,0,19,8,0,0,41,134,44,13,28
440730,1,0,5,0,1,2,0,0,10,3,15
149373,0,0,0,0,0,0,0,0,0,0,0
128061,39,28,223,126,75,24,595,741,634,301,467
8443,756,1369,1795,1227,1381,841,4138,5611,3950,1350,3081
112268256,25,33,15,7,20,6,70,97,74,4,19
149371,203,307,625,367,179,211,2289,2289,1446,701,1277
83932,66,62,201,86,133,29,454,577,496,287,493
107985360,9,0,15,4,4,0,41,28,25,9,22
54583,192,151,922,552,275,127,2932,4962,2107,617,1418
645339,0,0,0,0,0,0,0,0,0,0,0
100303453,200,113,417,266,152,123,1606,3183,641,229,538
7257,335,794,672,340,696,473,1774,1932,2037,828,1195
100287814,0,0,0,1,3,0,5,0,0,0,0
27185,214,123,377,244,152,143,1473,2914,561,180,471
105373170,34,32,0,4,0,7,0,11,14,8,0
27184,13,0,3,0,13,5,20,34,16,4,9
104472714,4,0,0,1,0,0,1,1,0,0,0
105373172,16,0,3,2,0,9,41,35,20,13,18
105373171,20,0,25,16,10,32,51,49,14,0,37
101929902,0,0,0,0,0,0,0,0,0,0,0
105373196,0,0,0,0,0,0,0,0,0,0,0
105373198,0,9,0,0,0,0,0,0,0,0,0
57568,487,485,661,513,994,573,3109,7974,2521,759,1338
105373199,0,0,0,0,0,0,0,0,0,0,0
101927683,0,0,0,0,0,0,0,0,0,0,0
107983960,0,0,0,0,0,0,0,0,0,0,0
54627,8,0,49,28,33,0,72,130,131,48,57
101927711,0,0,0,0,5,0,0,0,0,0,0
105373201,0,0,0,0,0,0,0,0,0,0,0
107985361,13,0,38,12,29,4,116,228,83,36,52
84284,325,352,638,337,575,336,1625,1878,1508,670,1157
80003,10,0,10,2,21,22,24,33,35,23,25
84451,5,43,15,6,8,0,46,36,42,25,18
3775,0,0,0,0,0,1,1,1,0,0,0
100616390,0,0,0,0,0,0,0,0,0,0,0
107985362,0,0,0,0,0,0,0,0,0,0,0
148641,0,0,0,0,0,1,0,0,6,0,2
107985363,0,0,0,0,0,0,0,0,0,0,0
102724100,0,0,0,0,0,0,0,0,0,0,0
105373206,0,0,0,0,0,0,0,0,0,0,0
100616380,0,0,0,0,0,0,0,0,0,0,0
101927765,54,27,119,53,49,87,200,304,199,83,202
388753,223,165,907,594,407,302,1863,1659,2487,799,2157
6894,262,118,901,540,311,183,3065,4510,1688,570,1481
100506795,0,0,0,0,0,0,0,4,19,0,0
107985465,0,0,0,0,0,0,0,4,0,0,0
359948,844,308,3405,2307,1336,683,11961,17306,6792,1876,6143
100302691,0,0,0,0,0,0,2,1,0,0,0
101927787,0,0,0,0,0,0,0,0,0,0,5
105373207,0,0,0,0,0,0,0,0,3,0,0
105373209,0,0,0,0,0,0,0,0,0,0,0
105373208,0,0,0,0,0,0,0,0,0,0,0
100506810,0,0,7,5,10,2,0,1,20,2,6
105373210,0,0,2,0,6,0,0,0,5,2,0
107985364,5,0,0,0,0,0,0,0,0,0,0
100130249,0,0,0,0,0,0,0,0,11,0,0
107985365,0,0,0,0,0,0,0,0,0,0,0
105373211,0,0,5,5,12,12,35,29,31,17,7
101927851,37,122,55,45,97,116,144,105,117,30,99
107985366,19,54,25,22,82,11,94,90,133,49,120
731656,0,0,0,0,0,0,0,0,0,0,0
107985746,0,0,1,0,0,7,8,0,0,0,3
9804,1210,1600,2978,1870,2531,1706,9634,12123,8935,3862,5356
105379283,9,4,0,4,0,5,18,41,2,10,5
677802,0,4,0,1,0,5,1,6,2,0,5
23029,460,494,1221,647,929,717,2740,3400,3814,1684,2204
51742,188,174,306,150,129,172,1360,1824,865,376,455
100616224,0,0,0,0,0,0,0,0,0,0,0
9453,325,367,960,476,560,270,2863,3122,2313,1032,1921
6905,165,77,731,390,211,160,2148,2615,1331,551,1308
148789,254,156,738,391,433,213,1719,1970,1482,608,1072
2786,0,0,0,0,0,0,0,0,0,1,0
1130,453,130,404,253,447,302,2301,2815,1505,720,863
100302139,2,0,0,0,0,0,0,1,0,0,0
105373215,3,0,1,0,0,0,5,5,7,0,0
105373212,0,0,0,0,0,0,5,4,7,0,0
4811,78,195,434,129,45,74,1279,868,553,384,650
7107,1348,1503,4825,2773,2177,1180,11690,16584,10389,5196,7456
56605,145,148,403,237,193,183,1090,1404,1430,593,723
128178,14,18,35,17,59,8,35,56,76,31,65
3964,592,778,2685,1521,805,511,6538,8655,4960,1760,5456
100287902,12,0,36,16,2,6,143,278,61,18,86
107985367,20,7,81,21,37,50,247,505,118,68,164
55127,326,423,935,581,457,295,2172,2683,2350,895,1820
88,8,0,4,0,29,21,6,14,46,35,1
4548,575,364,1241,610,739,476,4564,6196,2902,1251,1758
105373218,4,0,8,12,1,0,61,88,36,10,30
107985368,0,0,3,0,0,0,0,10,0,3,0
645745,0,0,1,0,0,0,0,13,0,0,0
6262,0,2,0,0,1,8,0,0,0,0,0
100616141,0,0,0,0,0,0,0,0,0,0,0
100130331,0,0,0,0,0,1,0,2,0,0,1
57829,0,0,0,0,1,0,0,0,0,0,0
105373220,0,0,0,0,0,0,0,0,0,0,0
339535,0,0,0,0,0,0,0,0,22,0,1
105373222,0,0,0,0,0,0,0,0,0,0,0
105373223,0,0,0,0,0,0,0,0,0,0,0
1131,0,0,4,1,6,0,15,29,1,4,15
105373225,0,0,0,0,18,0,0,0,0,0,0
100506915,0,0,0,0,0,0,0,0,0,0,0
100873984,0,0,0,0,0,0,0,0,0,0,0
105373224,0,0,0,0,0,0,0,0,0,0,0
645884,0,0,0,0,0,0,0,0,0,0,0
56776,0,0,0,0,0,5,1,6,0,2,1
64388,0,16,0,0,0,1,0,0,0,0,0
107985369,0,0,0,0,0,0,0,0,0,0,0
105373228,0,0,0,0,0,0,0,0,0,0,0
100506929,0,0,0,0,0,0,0,0,0,0,0
6000,0,1,1,0,0,0,0,0,0,0,0
100422856,0,0,0,0,0,0,0,0,0,0,0
105373230,0,0,0,0,0,0,0,0,0,0,0
2271,1243,2941,2525,1247,2811,1711,5087,6179,7117,3303,5111
8564,1687,4619,3542,1497,3024,3209,6637,12125,9892,8129,7963
105373233,92,343,193,63,191,153,316,742,346,376,394
23596,622,975,1280,658,1137,865,3958,6450,4885,3001,2587
1122,42,101,32,9,35,84,79,54,211,95,56
128025,1,0,3,0,1,0,12,1,0,0,0
105373231,0,0,0,0,0,0,0,0,0,0,0
9156,20,12,32,63,15,14,72,53,66,26,36
441925,0,0,0,0,0,0,0,0,1,0,0
440738,10,0,32,1,46,0,38,42,130,57,42
200150,0,0,0,0,0,0,0,0,0,0,2
105373235,0,0,0,0,0,0,0,0,0,0,0
105373234,0,0,0,0,0,0,0,0,0,0,0
107985466,0,0,0,0,0,0,0,0,0,0,0
731275,9,0,15,3,2,6,54,121,28,19,25
9859,738,343,789,391,389,585,2997,4347,2496,1353,1245
10806,863,1174,1339,755,1179,1059,4094,7619,4044,1709,2450
100616343,7,0,0,0,0,0,0,1,0,0,0
10000,203,325,325,140,187,149,1073,1532,790,220,558
105373255,23,0,1,5,7,0,30,49,17,11,10
339529,0,0,0,0,0,0,7,26,0,0,6
105373258,0,0,0,0,0,0,0,0,0,0,0
10472,51,36,160,129,80,32,1677,2539,377,122,458
440742,0,0,0,0,0,0,0,0,0,0,0
112268257,0,0,0,0,0,0,0,0,0,0,0
105373261,0,0,0,0,0,0,0,0,0,0,0
105373260,0,0,0,0,0,0,0,0,0,0,0
105373262,10,0,6,2,3,0,75,137,21,6,13
107985371,1,0,9,6,0,0,0,23,39,19,7
200159,19,0,19,2,3,3,24,23,19,6,28
159,422,239,835,448,592,245,3001,4202,3773,1226,1269
105373264,12,0,1,10,0,0,2,4,21,8,0
257044,10,6,21,14,9,8,79,48,26,20,20
51029,174,27,687,410,105,126,3058,5231,1854,747,1374
107985372,0,0,0,0,0,0,1,1,0,0,4
112268258,3,18,13,1,3,0,15,41,4,0,22
116228,391,562,1427,616,803,417,2289,2172,3392,1362,2110
3192,2577,3734,8447,4613,5118,3714,12612,17169,24315,12193,11920
106635532,180,246,591,278,444,241,1005,1162,1881,973,822
101928068,13,0,35,22,0,0,44,48,58,6,32
84288,184,179,337,231,340,152,1252,1455,1005,416,562
107985725,0,0,1,1,0,0,4,3,0,0,1
55083,5,0,8,0,0,6,14,13,9,0,0
111216275,0,0,0,0,0,0,0,0,0,0,0
105373266,0,0,0,0,0,0,0,0,0,0,0
105373265,2,0,8,0,3,0,18,12,0,0,0
64754,191,172,262,167,311,140,821,1134,622,243,468
105373270,9,0,0,0,0,0,2,4,0,0,7
105373269,14,0,0,0,0,0,0,9,0,0,0
101928089,6,0,0,0,0,6,1,4,2,0,11
112268277,12,0,8,5,0,42,32,22,15,1,21
107985599,4,0,0,0,0,12,1,8,12,0,1
107985726,3,0,0,0,0,0,0,0,0,0,0
255654,0,0,0,0,0,0,0,0,0,0,0
64216,87,46,367,186,135,83,856,810,880,498,594
163882,119,98,313,127,191,112,1040,1602,536,194,444
105373271,0,0,0,0,0,0,0,1,0,0,0
102724382,0,0,0,3,0,0,0,0,0,0,0
51097,1117,973,3708,2285,2527,1126,7029,11357,8681,3236,5894
107985373,0,0,7,1,0,0,3,24,22,11,2
149134,9,0,15,10,0,0,67,47,13,7,18
25909,236,160,534,298,261,261,1852,3409,1498,697,869
57116,0,0,2,0,1,0,16,49,6,0,2
100533111,1,0,3,0,1,0,14,34,3,0,2
93474,24,43,33,28,73,34,221,298,136,64,75
79862,33,74,53,27,104,75,341,450,192,101,81
400812,8,0,0,0,0,0,4,6,17,1,27
388759,4,0,0,0,9,0,0,7,10,4,5
7678,169,79,323,176,106,128,838,1411,647,215,541
112268259,44,50,183,74,106,63,459,609,270,87,265
100500849,11,2,11,15,3,16,52,115,23,5,51
317705,0,0,0,0,0,0,0,0,0,0,0
105373273,0,0,0,0,0,0,0,0,0,0,0
84838,720,901,904,485,1421,663,2441,2647,3330,1099,1500
107985115,8,0,1,1,2,1,11,15,4,3,15
107985375,0,0,0,0,12,0,0,0,0,0,0
114548,245,321,262,135,433,198,537,1126,1022,508,454
127623,0,0,2,0,0,0,0,0,0,2,0
441932,0,0,0,0,0,0,0,0,0,0,0
148823,1,0,13,14,4,12,118,206,4,10,32
148824,0,0,0,0,0,0,0,1,0,0,0
81472,0,0,0,0,0,0,0,1,0,0,0
102724446,0,0,0,0,0,0,5,12,0,0,0
81470,0,0,0,0,0,0,0,0,0,0,0
81469,0,0,0,0,0,0,0,0,0,0,0
441933,0,0,0,0,1,0,2,0,0,0,0
343169,0,0,0,0,0,0,0,0,0,0,0
388761,0,0,0,0,0,0,0,0,0,0,0
343170,0,0,0,0,0,0,1,0,0,0,0
26188,0,0,0,0,0,0,0,0,0,0,0
284532,0,0,0,0,0,0,0,0,0,0,0
391189,0,0,0,0,0,0,0,0,0,0,0
25893,2,0,6,9,8,0,7,10,11,0,8
343171,0,0,0,1,0,0,0,0,0,0,0
343172,0,0,0,1,0,0,0,0,0,0,0
127608,0,0,0,0,0,0,0,0,0,0,0
284521,0,0,0,0,0,1,0,0,0,0,0
391190,0,0,0,0,0,0,0,0,0,0,0
391191,0,0,0,0,0,0,0,0,0,0,0
26247,0,0,0,0,0,0,0,0,0,0,0
81466,0,0,0,0,0,0,0,0,0,0,0
26246,0,0,0,0,0,0,0,0,0,0,0
105373275,0,0,0,0,0,0,0,0,0,0,0
391192,0,0,0,0,0,0,0,0,0,0,0
388762,0,0,0,0,0,0,0,0,0,0,0
127059,0,0,0,0,0,0,0,0,0,0,0
391194,0,0,0,0,0,0,0,0,0,0,0
127062,0,0,0,0,0,0,0,0,0,0,0
26245,0,0,0,0,0,0,0,0,0,0,0
391195,0,0,0,0,0,0,0,0,0,0,0
127064,0,0,0,0,1,1,1,0,0,0,0
391196,0,0,0,0,0,0,0,0,0,0,0
127066,0,0,0,0,0,0,0,0,0,0,0
127074,0,0,0,0,0,0,2,0,0,0,0
254879,0,0,0,0,1,0,0,0,0,0,0
26696,0,0,0,0,1,0,0,0,0,0,0
81458,0,0,0,0,0,0,0,0,1,0,0
401992,0,0,0,0,1,0,0,0,0,0,0
105373279,0,0,0,0,0,0,0,0,0,0,0
343173,0,0,0,0,0,0,0,0,0,0,0
105373277,0,0,0,0,0,0,0,0,0,0,0
401993,0,0,0,0,0,0,0,0,1,0,0
391211,0,0,0,0,0,0,0,0,0,0,0
343563,0,0,0,0,0,0,0,0,1,0,0
127068,0,0,0,0,0,0,0,0,0,0,0
127069,0,0,0,0,0,0,0,0,0,0,0
127077,0,0,0,0,0,0,0,0,0,0,0
403244,0,0,0,0,1,0,0,0,0,0,0
403239,0,0,0,0,0,0,0,0,1,0,0
401994,0,0,0,0,0,0,0,0,0,0,0
101928226,0,0,0,0,0,0,0,0,0,0,0
646627,0,0,0,0,0,0,2,1,0,0,0
107985747,0,0,0,0,0,0,0,0,0,0,0
80851,451,337,661,324,855,285,1386,2508,2097,622,1143
100422879,0,0,0,0,0,0,0,0,0,0,0
79894,421,705,915,559,1001,580,1609,2506,1965,807,1744
55657,273,612,540,301,607,384,1062,2121,1185,467,881
267002,44,91,172,111,65,15,768,1140,294,105,223
100189199,3,0,0,0,2,2,0,1,1,0,3
100189409,1,0,0,0,0,1,0,4,2,0,6
107987362,0,0,0,0,0,0,0,1,0,0,2
105379854,0,0,0,0,0,0,0,1,0,0,2
105379521,0,0,0,0,0,0,0,0,0,0,0
101060632,0,0,0,1,0,0,0,0,0,0,0
107987363,0,0,0,0,0,0,0,0,0,0,0
102724250,383,162,1153,599,345,220,6838,14655,2461,790,1541
